,0
2382,6430188
2383,75427
2384,9895
2385,1549992
2386,10888889
2387,6432447
2388,11085507
2389,75468
2390,108237
2391,75469
2392,108242
2393,108244
2394,108245
2395,6432469
2396,6432474
2397,6432475
2398,75486
2399,20981479
2400,10856172
2401,54503150
2402,10856176
2403,15640305
2404,42745
2405,75513
2406,75515
2407,9984
2408,9989
2409,173843
2410,108312
2411,108313
2412,10015
2413,75552
2414,75554
2415,10024
2416,108345
2417,10045
2418,10049
2419,10050
2420,108355
2421,4925262
2422,108377
2423,13215578
2424,70788954
2425,10331996
2426,534377
2427,10099
2428,5318516
2429,10102
2430,10106
2431,108410
2432,10112
2433,108424
2434,108425
2435,108426
2436,10123
2437,75664
2438,10129
2439,10137
2440,108443
2441,5318557
2442,108446
2443,75679
2444,75695
2445,12003251
2446,1550260
2447,6432696
2448,6432702
2449,6432706
2450,75715
2451,7022533
2452,5318599
2453,108501
2454,121513943
2455,108505
2456,108506
2457,121513947
2458,108507
2459,23308253
2460,5875676
2461,21407712
2462,42978
2463,108515
2464,23341028
2465,108518
2466,10223
2467,10224
2468,108529
2469,11970548
2470,10228
2471,10231
2472,44148734
2473,10248
2474,567305
2475,14297102
2476,43045
2477,43046
2478,10282
2479,10285
2480,10296
2481,75836
2482,10315
2483,108625
2484,10322
2485,6432852
2486,13281366
2487,108630
2488,10329
2489,6432858
2490,108637
2491,10335
2492,10336
2493,10340
2494,10341
2495,174183
2496,19802217
2497,10353
2498,10354
2499,108662
2500,108664
2501,10362
2502,10363
2503,10364
2504,1550470
2505,6432903
2506,10393
2507,1550489
2508,6432923
2509,10396
2510,10400
2511,10402
2512,10405
2513,10408
2514,10409
2515,10430
2516,10725569
2517,10448
2518,10451
2519,10452
2520,10453
2521,10460
2522,108764
2523,108765
2524,16722143
2525,10465
2526,764139
2527,10480
2528,1714417
2529,108785
2530,10484
2531,11053310
2532,43263
2533,11413787
2534,10534
2535,11086125
2536,10545
2537,5318963
2538,10558
2539,10560
2540,6433089
2541,10569
2542,108879
2543,10582
2544,10586
2545,51063134
2546,14494047
2547,53422435
2548,53422437
2549,108902
2550,53422438
2551,10600
2552,22620524
2553,11970928
2554,76152
2555,76153
2556,6433146
2557,6433147
2558,22063486
2559,6433150
2560,10623
2561,20523393
2562,5319038
2563,1616260
2564,53422473
2565,108940
2566,141710
2567,534931
2568,174490
2569,10657
2570,10659
2571,10955174
2572,6433191
2573,76204
2574,534969
2575,534972
2576,6433214
2577,10687
2578,21932488
2579,10698
2580,10720
2581,10722
2582,66824687
2583,535026
2584,240115
2585,10741
2586,10742
2587,10743
2588,240120
2589,6433271
2590,240122
2591,240123
2592,10748
2593,240119
2594,1550846
2595,10758
2596,10759
2597,44182035
2598,10778
2599,141850
2600,1550884
2601,76326
2602,109095
2603,1550886
2604,1550890
2605,10795
2606,10797
2607,76334
2608,18786875
2609,240188
2610,43579
2611,109116
2612,10817
2613,129968705
2614,10819
2615,10820
2616,10821
2617,10822
2618,10823
2619,109127
2620,43598
2621,109140
2622,10850
2623,240230
2624,10861
2625,109168
2626,10869
2627,21310069
2628,10873
2629,10874
2630,109183
2631,109186
2632,109187
2633,10883
2634,10885
2635,10886
2636,10882
2637,6433417
2638,10890
2639,10895
2640,10902
2641,10911
2642,109222
2643,109224
2644,10925
2645,174766
2646,67873455
2647,10927
2648,10931
2649,10934
2650,11971259
2651,109244
2652,109245
2653,10947
2654,109256
2655,109257
2656,10954
2657,10953
2658,5352140
2659,10957
2660,109261
2661,109263
2662,109270
2663,10966
2664,10975
2665,10976
2666,44149473
2667,5352162
2668,6433507
2669,10985
2670,10989
2671,10993
2672,14363378
2673,109301
2674,11002
2675,18459387
2676,11005
2677,174845
2678,11006
2679,66824966
2680,109319
2681,6433547
2682,109323
2683,53422863
2684,3025679
2685,11027
2686,109332
2687,11029
2688,11038
2689,11039
2690,6433575
2691,12856107
2692,53422899
2693,1714996
2694,240437
2695,109369
2696,11069
2697,11083
2698,57125708
2699,5352267
2700,11086
2701,76622
2702,43851
2703,11092
2704,568150
2705,121219929
2706,58960730
2707,109413
2708,109415
2709,109417
2710,109418
2711,109420
2712,76654
2713,12594036
2714,11124
2715,11126
2716,79014775
2717,76662
2718,76674
2719,23669636
2720,11142
2721,1551245
2722,1551246
2723,109455
2724,109457
2725,109458
2726,11160
2727,109464
2728,175002
2729,109467
2730,109468
2731,109469
2732,109470
2733,11167
2734,11168
2735,11173
2736,11176
2737,76722
2738,5352371
2739,6433715
2740,6040503
2741,11191
2742,142266
2743,11194
2744,76731
2745,134491069
2746,11196
2747,1715134
2748,175039
2749,1715135
2750,109507
2751,18000835
2752,3025865
2753,146156490
2754,133082060
2755,133082061
2756,6433750
2757,67546071
2758,11230
2759,13085674
2760,5352428
2761,109550
2762,5352435
2763,11251
2764,5352437
2765,5352438
2766,10857465
2767,11261
2768,11262
2769,11265
2770,5352450
2771,5352449
2772,2829318
2773,11271
2774,5352459
2775,5352460
2776,5352461
2777,5319693
2778,5352463
2779,1715213
2780,3025939
2781,175127
2782,3025943
2783,5319706
2784,12004383
2785,5352481
2786,44079
2787,71445559
2788,89926714
2789,175170
2790,175173
2791,109637
2792,109639
2793,11335
2794,109641
2795,109640
2796,53750858
2797,109644
2798,11340
2799,5319754
2800,5319765
2801,76889
2802,5352539
2803,5352543
2804,699489
2805,11363
2806,11370
2807,175211
2808,86125677
2809,5352557
2810,175216
2811,109682
2812,175220
2813,76922
2814,175231
2815,74689675
2816,11406
2817,11409
2818,11418
2819,11419
2820,11420
2821,76852387
2822,11428
2823,76963
2824,11430
2825,175273
2826,53882032
2827,5352626
2828,11447475
2829,568501
2830,11449
2831,17804473
2832,11450
2833,11463
2834,11467
2835,11468
2836,134687947
2837,11487
2838,162639080
2839,11502
2840,11505
2841,5352690
2842,10104051
2843,11508
2844,11509
2845,11507
2846,11511
2847,5352696
2848,11513
2849,11514
2850,11517
2851,11520
2852,109828
2853,11525
2854,5352710
2855,11527
2856,175366
2857,11529
2858,134688011
2859,134688013
2860,6434062
2861,20557073
2862,6434067
2863,175381
2864,11543
2865,57355543
2866,102247706
2867,568602
2868,568604
2869,240925
2870,11551
2871,11552
2872,5319970
2873,142629
2874,11558
2875,11559
2876,11565
2877,11566
2878,11567
2879,5385520
2880,11569
2881,11572
2882,11573
2883,11574
2884,11576
2885,5319992
2886,11579
2887,11583
2888,11584
2889,5352770
2890,13774146
2891,5352774
2892,11593
2893,77129
2894,5352779
2895,11602
2896,11604
2897,67480918
2898,141700439
2899,11613
2900,11614
2901,77151
2902,5352798
2903,11617
2904,5352799
2905,77153
2906,11622
2907,5352807
2908,5352808
2909,5352816
2910,5352819
2911,11635
2912,5352822
2913,175481
2914,12463483
2915,5352830
2916,5352834
2917,5352836
2918,5352837
2919,5352838
2920,5352845
2921,6008212
2922,5352855
2923,77223
2924,77224
2925,77225
2926,77226
2927,5352874
2928,5352876
2929,5320128
2930,175553
2931,5352899
2932,11716
2933,5352902
2934,77255
2935,5352905
2936,77260
2937,5352908
2938,16723410
2939,11732
2940,175572
2941,11747
2942,6434275
2943,6434276
2944,11748
2945,14298599
2946,11752
2947,77289
2948,175596
2949,929262
2950,175606
2951,175609
2952,175612
2953,5320191
2954,5352972
2955,5352973
2956,5352974
2957,5352975
2958,3321360
2959,5352976
2960,3354132
2961,66924057
2962,53423642
2963,11807
2964,5353001
2965,175661
2966,110129
2967,5353010
2968,5353011
2969,21933618
2970,10104370
2971,171716145
2972,77366
2973,11833
2974,5320249
2975,5320250
2976,11838
2977,568896
2978,15511119
2979,11857
2980,54046313
2981,53423725
2982,11902
2983,11910
2984,68824716
2985,11918
2986,53423759
2987,22752913
2988,11927
2989,21868199
2990,11950
2991,569008
2992,11962
2993,11978
2994,11980
2995,11982
2996,11983
2997,6434513
2998,11989
2999,53423848
3000,53423849
3001,77544
3002,77547
3003,6434541
3004,12020
3005,12021
3006,23670519
3007,12024
3008,16133892
3009,12038
3010,16133895
3011,12040
3012,12041
3013,12044
3014,4337423
3015,12053
3016,12059
3017,110365
3018,110370
3019,110373
3020,12072
3021,77610
3022,44845
3023,12097
3024,12101
3025,12105
3026,175948
3027,5320530
3028,77652
3029,601946
3030,12127
3031,12889958
3032,12141
3033,6434672
3034,12146
3035,12150
3036,569214
3037,110469
3038,14790534
3039,12168
3040,12170
3041,14593931
3042,12174
3043,20656016
3044,12177
3045,12178
3046,12180
3047,12184
3048,12185
3049,77727
3050,12191
3051,5320609
3052,12198
3053,12201
3054,12204
3055,12206
3056,77743
3057,12209
3058,12210
3059,536502
3060,12216
3061,12217
3062,12230
3063,12232
3064,12238
3065,110542
3066,77775
3067,110543
3068,12247
3069,12248
3070,12251
3071,13447131
3072,208862
3073,208863
3074,12257
3075,12264
3076,12265
3077,12266
3078,12278
3079,45056
3080,12293
3081,12294
3082,12296
3083,12297
3084,12299
3085,13479947
3086,77837
3087,77840
3088,5320722
3089,77845
3090,12321
3091,12327
3092,12329
3093,12331
3094,12339
3095,67973173
3096,12344
3097,12348
3098,16396350
3099,110655
3100,110661
3101,110664
3102,12366
3103,12367
3104,12370
3105,77907
3106,110677
3107,12377
3108,12385
3109,12386
3110,12388
3111,12389
3112,110693
3113,12391
3114,12392
3115,12393
3116,77932
3117,12397
3118,12398
3119,1585264
3120,12403
3121,12405
3122,11219061
3123,21999737
3124,6566010
3125,143498
3126,14921872
3127,110740
3128,110747
3129,110759
3130,110760
3131,53424302
3132,12462
3133,53424309
3134,110787
3135,110801
3136,12497
3137,6435033
3138,12506
3139,12507
3140,12508
3141,6435040
3142,12514
3143,78052
3144,12516
3145,12518
3146,66695403
3147,12528
3148,12529
3149,12530
3150,12531
3151,6435060
3152,12533
3153,12534
3154,78067
3155,53424389
3156,110867
3157,12566
3158,12570
3159,12571
3160,12578
3161,12580
3162,12581
3163,78120
3164,12586
3165,12587
3166,12588
3167,5321003
3168,78126
3169,176439
3170,25080119
3171,25080121
3172,25080122
3173,110909
3174,53686594
3175,110914
3176,165359938
3177,12613
3178,78151
3179,110923
3180,78160
3181,110941
3182,23572848
3183,12658
3184,6992244
3185,12662
3186,78199
3187,110968
3188,110975
3189,110976
3190,110977
3191,110981
3192,110982
3193,5321106
3194,78230
3195,536987
3196,78236
3197,21115299
3198,111012
3199,78245
3200,78252
3201,12729
3202,111037
3203,111044
3204,12741
3205,88519110
3206,12743
3207,12748
3208,21606866
3209,12756
3210,78293
3211,242139
3212,12769
3213,12777
3214,12779
3215,12780
3216,21475824
3217,7057904
3218,86258175
3219,12810
3220,12813
3221,15151630
3222,7057942
3223,21967387
3224,6992421
3225,111143
3226,12844
3227,7057971
3228,7057972
3229,5321277
3230,78400
3231,7057988
3232,78405
3233,67351117
3234,78435
3235,111213
3236,143990
3237,78462
3238,21115521
3239,78476
3240,21115533
3241,78484
3242,5354133
3243,111255
3244,111263
3245,53424808
3246,111274
3247,111277
3248,12988
3249,5354173
3250,5354175
3251,12993
3252,12999
3253,13006
3254,13016
3255,93769
3256,6992611
3257,54670067
3258,5354230
3259,13047
3260,111351
3261,13051
3262,5354238
3263,111369
3264,111376
3265,111378
3266,78612
3267,111384
3268,5354264
3269,13084
3270,111394
3271,53981988
3272,5354280
3273,111402
3274,78639
3275,78640
3276,111416
3277,111418
3278,5354304
3279,111440
3280,13136
3281,111446
3282,13143
3283,13144
3284,176983
3285,111452
3286,5354342
3287,13163
3288,111470
3289,23671663
3290,13174
3291,5354359
3292,13181
3293,13187
3294,102118286
3295,102118287
3296,13204
3297,111509
3298,13207
3299,22328217
3300,177050
3301,111516
3302,78750
3303,13216
3304,13611942
3305,78760
3306,13233
3307,439223
3308,439224
3309,111547
3310,21115836
3311,537536
3312,3486665
3313,734154
3314,25113547
3315,21115856
3316,439250
3317,143963103
3318,439263
3319,53425122
3320,537574
3321,5977064
3322,6435824
3323,6435826
3324,6435828
3325,6435833
3326,6435834
3327,6435835
3328,6435836
3329,6435837
3330,6435838
3331,6435839
3332,6435841
3333,5354499
3334,537615
3335,537619
3336,6435861
3337,49853465
3338,6435869
3339,78879
3340,13344
3341,6992930
3342,12858404
3343,6435876
3344,6435882
3345,13355
3346,13357
3347,111664
3348,53425201
3349,13367
3350,78903
3351,6435903
3352,13382
3353,439368
3354,6435914
3355,13388
3356,78925
3357,79017038
3358,537682
3359,78933
3360,13398
3361,6435925
3362,78941
3363,78949
3364,78954
3365,111727
3366,537722
3367,13436
3368,85537918
3369,13439
3370,57357460
3371,537754
3372,570530
3373,111779
3374,79016
3375,79023
3376,79028
3377,92288182
3378,79035
3379,79036
3380,5321925
3381,79049
3382,570574
3383,12367058
3384,79064
3385,79065
3386,5321950
3387,13546
3388,53425386
3389,13549
3390,2733294
3391,79086
3392,13552
3393,79089
3394,13561
3395,79098
3396,7156991
3397,23672064
3398,13572
3399,13576
3400,13577
3401,79114
3402,5354763
3403,79117
3404,439568
3405,439569
3406,439570
3407,20362516
3408,13594
3409,118437152
3410,9942315
3411,79148
3412,18363691
3413,79149
3414,13642
3415,5354833
3416,5354834
3417,79187
3418,13654
3419,57357659
3420,13663
3421,13669
3422,439655
3423,111989
3424,54343029
3425,5322111
3426,5354882
3427,112002
3428,13700
3429,5354883
3430,79240
3431,79248
3432,5354896
3433,5354899
3434,112030
3435,439711
3436,112045
3437,17839535
3438,112049
3439,112050
3440,112051
3441,112052
3442,112053
3443,17839537
3444,112060
3445,112061
3446,112062
3447,79298
3448,79302
3449,79310
3450,6436311
3451,112093
3452,6436336
3453,6436339
3454,23672308
3455,5354998
3456,112120
3457,112122
3458,3782139
3459,6436348
3460,6436368
3461,6436369
3462,6436374
3463,6436375
3464,13849
3465,13852
3466,13854
3467,13855
3468,112162
3469,13861
3470,112172
3471,79406
3472,79409
3473,112185
3474,636475
3475,13887
3476,123385408
3477,19838537
3478,23377482
3479,11744854
3480,20330071
3481,6436439
3482,79457
3483,112226
3484,53425775
3485,112240
3486,112252
3487,79487
3488,6436486
3489,6436488
3490,6436491
3491,15775373
3492,5355152
3493,79509
3494,57357974
3495,6436502
3496,6993579
3497,6993580
3498,14759600
3499,79541
3500,71349943
3501,79544
3502,79545
3503,79546
3504,79547
3505,14013
3506,79552
3507,79554
3508,79555
3509,6436546
3510,6436548
3511,14042
3512,79578
3513,79581
3514,79582
3515,6436582
3516,21149427
3517,5355254
3518,14071
3519,14079
3520,636687
3521,210704
3522,6436625
3523,6436627
3524,14104
3525,112412
3526,5355293
3527,44152604
3528,6436647
3529,14121
3530,3094320
3531,112446
3532,112450
3533,112457
3534,15480666
3535,6436710
3536,112491
3537,112492
3538,6436719
3539,6436727
3540,79735
3541,79738
3542,9877385
3543,538506
3544,79753
3545,53426062
3546,79762
3547,6993810
3548,14228
3549,13940628
3550,5355414
3551,23279512
3552,2733977
3553,14234
3554,14235
3555,14243
3556,79782
3557,112553
3558,6436780
3559,19871663
3560,14257
3561,440244
3562,79803
3563,14270
3564,14273
3565,79813
3566,14285
3567,14286
3568,79828
3569,53426133
3570,243670
3571,14295
3572,14296
3573,243675
3574,14307
3575,14311
3576,145386
3577,243691
3578,6436846
3579,6436850
3580,14328
3581,112635
3582,53983240
3583,14350
3584,6436881
3585,5486616
3586,57358374
3587,79911
3588,21116974
3589,112698
3590,47167
3591,243783
3592,243786
3593,243787
3594,243793
3595,112721
3596,112726
3597,243799
3598,14425
3599,112733
3600,16070752
3601,92256353
3602,6436969
3603,49821811
3604,18757749
3605,79990
3606,14457
3607,6436989
3608,6436990
3609,6436993
3610,11286661
3611,6437002
3612,14475
3613,80018
3614,6994068
3615,14486
3616,80024
3617,14489
3618,14491
3619,6437020
3620,14493
3621,54048924
3622,637090
3623,112802
3624,11253924
3625,14504
3626,14505
3627,14508
3628,80046
3629,14511
3630,14514
3631,6437044
3632,14519
3633,14525
3634,14529
3635,13580494
3636,80080
3637,6437114
3638,112894
3639,9877768
3640,637195
3641,18364688
3642,6437138
3643,21117226
3644,6437163
3645,6437178
3646,80201
3647,5355850
3648,5355851
3649,5355853
3650,145742
3651,5355855
3652,5355856
3653,80208
3654,5355858
3655,5355857
3656,5355854
3657,15743318
3658,6437207
3659,113007
3660,53426546
3661,5355899
3662,6437243
3663,5355902
3664,6437247
3665,6371716
3666,102283665
3667,604562
3668,6437266
3669,80284
3670,22034852
3671,6437290
3672,6437291
3673,14765
3674,6437300
3675,14777
3676,14778
3677,145858
3678,80326
3679,14791
3680,14792
3681,14798
3682,14806
3683,80345
3684,14814
3685,20560352
3686,80353
3687,80354
3688,13220327
3689,20560364
3690,14829
3691,92027383
3692,80388
3693,14860
3694,14862
3695,80407
3696,80408
3697,6437405
3698,14878
3699,6437407
3700,47649
3701,80420
3702,6076971
3703,14896
3704,113204
3705,6437428
3706,2734646
3707,21576247
3708,6437441
3709,6437442
3710,14918
3711,637511
3712,80454
3713,80455
3714,637516
3715,19872333
3716,637520
3717,14928
3718,637523
3719,6437460
3720,440917
3721,6437467
3722,637531
3723,14941
3724,6437469
3725,6437471
3726,6437473
3727,637542
3728,80558711
3729,637563
3730,637564
3731,637566
3732,53721729
3733,14982
3734,440966
3735,440968
3736,440967
3737,15219341
3738,21904025
3739,14400165
3740,6437544
3741,441005
3742,116931250
3743,15037
3744,6437572
3745,735940
3746,80584
3747,80585
3748,5356250
3749,15068
3750,80606
3751,6437599
3752,168344288
3753,5356256
3754,5356259
3755,15076
3756,5356261
3757,57129703
3758,53230316
3759,441073
3760,44153588
3761,244468
3762,244473
3763,244483
3764,11451146
3765,2734864
3766,6437648
3767,5978897
3768,113425
3769,6437654
3770,637723
3771,15146
3772,6437677
3773,47922
3774,637756
3775,47932
3776,637758
3777,113471
3778,637760
3779,5356352
3780,637759
3781,15172
3782,15173
3783,20069191
3784,637776
3785,6437720
3786,15196
3787,6437735
3788,6437737
3789,14039914
3790,6437739
3791,113514
3792,7093102
3793,44153717
3794,5323650
3795,5323652
3796,6437774
3797,80790
3798,80792
3799,80795
3800,441245
3801,441246
3802,80799
3803,80800
3804,15271
3805,11746218
3806,6306732
3807,6437805
3808,94217
3809,73677745
3810,15283
3811,15290
3812,15306
3813,15307
3814,637915
3815,637920
3816,80865
3817,637922
3818,15336
3819,113640
3820,18955245
3821,12237820
3822,5356544
3823,22952976
3824,22035475
3825,15380
3826,6437911
3827,22035484
3828,11287580
3829,22035486
3830,5356572
3831,3423265
3832,15394
3833,22035491
3834,15395
3835,22035492
3836,80933
3837,23346215
3838,15406
3839,5356596
3840,15413
3841,638011
3842,638012
3843,638014
3844,15422
3845,80960
3846,68074566
3847,638024
3848,15435
3849,22035534
3850,15448
3851,15450
3852,6437979
3853,6437982
3854,15461
3855,81006
3856,5127281
3857,15475
3858,81013
3859,572534
3860,638072
3861,73415804
3862,81040
3863,638097
3864,441491
3865,81045
3866,15510
3867,15511
3868,5356697
3869,146586
3870,6536347
3871,638122
3872,15538
3873,6438067
3874,638132
3875,539829
3876,6438070
3877,6438069
3878,22297788
3879,12762300
3880,638144
3881,81102
3882,15571
3883,15572
3884,441572
3885,441574
3886,15595
3887,15600
3888,5356788
3889,15605
3890,15606
3891,15607
3892,15608
3893,5356796
3894,15613
3895,3587332
3896,14662926
3897,44154128
3898,638228
3899,15654
3900,441644
3901,6438191
3902,57359664
3903,6438193
3904,81203
3905,6438195
3906,6438196
3907,6438200
3908,6438203
3909,81221
3910,15711
3911,15717
3912,81258
3913,5356908
3914,81263
3915,21151089
3916,81266
3917,15734
3918,24755581
3919,23346565
3920,21773712
3921,15761
3922,6438291
3923,736668
3924,6438313
3925,6438319
3926,605629
3927,146885
3928,81353
3929,5357002
3930,81359
3931,15834
3932,540124
3933,81391
3934,15121903
3935,11746809
3936,671235
3937,129646085
3938,15877
3939,81414
3940,53427725
3941,91667982
3942,12303902
3943,638500
3944,15909
3945,81454
3946,81464
3947,114233
3948,142523980
3949,12861015
3950,86130267
3951,5357153
3952,5357156
3953,22462059
3954,15979
3955,736889
3956,20561535
3957,20561537
3958,20561539
3959,16760467
3960,21872276
3961,57360027
3962,81572
3963,81573
3964,53722795
3965,11845292
3966,81591
3967,6536892
3968,5357253
3969,5324489
3970,53427914
3971,16089
3972,81635
3973,21216997
3974,114416
3975,11615984
3976,114419
3977,53427962
3978,81659
3979,53395195
3980,114453
3981,114454
3982,140033815
3983,29933357
3984,6045488
3985,245572
3986,81739
3987,5357388
3988,10305360
3989,114523
3990,245601
3991,114530
3992,114531
3993,114535
3994,16237
3995,19742583
3996,81784
3997,53428090
3998,81788
3999,114558
4000,16255
4001,6537093
4002,55295881
4003,55295883
4004,114576
4005,114577
4006,20332432
4007,53428112
4008,180122
4009,16296
4010,114601
4011,81834
4012,16299
4013,21577653
4014,53428150
4015,53428151
4016,114614
4017,16315
4018,212930
4019,16324
4020,16330
4021,16331
4022,278476
4023,10534862
4024,114659
4025,81894
4026,442343
4027,81898
4028,81902
4029,442355
4030,6504440
4031,442362
4032,5324797
4033,442368
4034,14434313
4035,442393
4036,16418
4037,442402
4038,81964
4039,6504499
4040,16441
4041,442428
4042,16457
4043,55296073
4044,442460
4045,442462
4046,442463
4047,138395749
4048,442474
4049,442478
4050,442482
4051,154746997
4052,442495
4053,442501
4054,53428368
4055,16537
4056,16582
4057,16590
4058,16591
4059,16592
4060,573652
4061,14205142
4062,12304610
4063,16617
4064,5980396
4065,53395715
4066,6537490
4067,16666
4068,82202
4069,16668
4070,16670
4071,12566815
4072,16678
4073,82226
4074,82227
4075,82229
4076,16701
4077,13353282
4078,89604421
4079,246089
4080,16724
4081,57426261
4082,69255510
4083,16741
4084,132759915
4085,23675258
4086,12009861
4087,75219341
4088,82321
4089,82336
4090,16800
4091,82349
4092,4047281
4093,16821
4094,16832
4095,16833
4096,10305987
4097,16846
4098,22757845
4099,141148634
4100,82397
4101,16864
4102,16867
4103,16872
4104,16899
4105,16900
4106,6537739
4107,16907
4108,16912
4109,16913
4110,442904
4111,16925
4112,25084474
4113,82493
4114,82511
4115,53428828
4116,16997
4117,17000
4118,5489258
4119,17004
4120,17008
4121,574068
4122,17016
4123,5063293
4124,17029
4125,574100
4126,82584
4127,6210220
4128,82610
4129,82613
4130,12731072
4131,17090
4132,17092
4133,82635
4134,17100
4135,16204499
4136,82650
4137,17121
4138,82662
4139,6537958
4140,82664
4141,17129
4142,17130
4143,17131
4144,16204527
4145,16204529
4146,16204530
4147,82674
4148,16204532
4149,17141
4150,54248186
4151,443135
4152,17152
4153,82694
4154,17166
4155,17167
4156,443157
4157,443158
4158,443159
4159,443160
4160,443162
4161,5358363
4162,443165
4163,443167
4164,443178
4165,17198
4166,49988
4167,82757
4168,49993
4169,17236
4170,50006
4171,22561626
4172,17243
4173,17244
4174,410469
4175,54543211
4176,17262
4177,181106
4178,6505330
4179,53822360
4180,836527
4181,443314
4182,246728
4183,17355
4184,17356
4185,17365
4186,17379
4187,7160826
4188,89637891
4189,5260295
4190,3032092
4191,50212
4192,12534824
4193,50216
4194,92030006
4195,21972054
4196,5325911
4197,5325912
4198,83035
4199,83036
4200,21972060
4201,57066596
4202,17525
4203,6374524
4204,83084
4205,246929
4206,17586
4207,640199
4208,17617
4209,17623
4210,16205025
4211,5489902
4212,23676143
4213,67159296
4214,67159299
4215,6931726
4216,6931727
4217,17685
4218,17691
4219,17696
4220,17697
4221,13026600
4222,836904
4223,12600623
4224,83268
4225,3032390
4226,17739
4227,67159371
4228,5326159
4229,46941523
4230,6997333
4231,6997335
4232,574811
4233,6997340
4234,574813
4235,6997342
4236,12535140
4237,6997350
4238,6997352
4239,6997371
4240,9815427
4241,83352
4242,17816
4243,3032487
4244,83367
4245,22660526
4246,10012081
4247,9815474
4248,12469687
4249,16205250
4250,6112709
4251,17868
4252,6440397
4253,3032541
4254,22627811
4255,11126250
4256,17898
4257,87279085
4258,181747
4259,16205306
4260,5916154
4261,83453
4262,5752319
4263,11126290
4264,574997
4265,88655382
4266,54281757
4267,53888546
4268,22758948
4269,54511161
4270,1623625
4271,54052443
4272,22169181
4273,18015
4274,83553
4275,18027
4276,20268659
4277,20268662
4278,280190
4279,12306047
4280,12306048
4281,6932095
4282,5916286
4283,18064
4284,16205456
4285,53397162
4286,6440618
4287,53397165
4288,83652
4289,83653
4290,83655
4291,280289
4292,54183651
4293,13584103
4294,10176244
4295,10176245
4296,50941
4297,22726404
4298,22726415
4299,247573
4300,4179735
4301,6440731
4302,83763
4303,444212
4304,12601142
4305,18433856
4306,3458885
4307,67159878
4308,23676745
4309,116562
4310,575333
4311,18280
4312,444266
4313,21251947
4314,11323257
4315,18309
4316,444305
4317,116625
4318,9815980
4319,24758199
4320,16205756
4321,90949566
4322,575426
4323,3033030
4324,575451
4325,116699
4326,16205802
4327,116740
4328,22235151
4329,18458
4330,6440993
4331,18467
4332,17877030
4333,16205867
4334,16205868
4335,46942257
4336,6441026
4337,54478923
4338,18522
4339,12732529
4340,12732530
4341,18554
4342,444539
4343,51330
4344,66963592
4345,346273
4346,346281
4347,346286
4348,6441135
4349,6441136
4350,70535345
4351,16206001
4352,51381
4353,7162054
4354,7162055
4355,18635
4356,6441164
4357,101828817
4358,641248
4359,641256
4360,66439401
4361,84216
4362,18686
4363,18598146
4364,18698
4365,444683
4366,84234
4367,21186827
4368,641294
4369,641298
4370,18958611
4371,11159838
4372,117035
4373,346429
4374,18756
4375,11159903
4376,54675810
4377,84328
4378,10176881
4379,84338
4380,71321980
4381,575870
4382,6441344
4383,18818
4384,18826
4385,18827
4386,4180364
4387,641423
4388,9882013
4389,14109089
4390,510370
4391,84398
4392,16206258
4393,543165
4394,143411647
4395,18898
4396,70699479
4397,11815386
4398,444899
4399,84467
4400,18938
4401,117252
4402,576021
4403,576026
4404,53430823
4405,11815467
4406,444972
4407,21678646
4408,117305
4409,84542
4410,6441535
4411,84556
4412,84559
4413,117336
4414,56969824
4415,11127402
4416,6441593
4417,84614
4418,117385
4419,445070
4420,19089
4421,84630
4422,102058649
4423,281254
4424,248488
4425,3066538
4426,6441643
4427,46779070
4428,11127487
4429,19137
4430,543427
4431,11094728
4432,84682
4433,21940939
4434,19165
4435,46779102
4436,46779104
4437,117477
4438,117478
4439,117483
4440,91704044
4441,576240
4442,19188
4443,86723329
4444,576263
4445,3033866
4446,19223
4447,3656473
4448,19233
4449,641834
4450,19243
4451,117549
4452,117564
4453,117568
4454,84804
4455,543562
4456,6441804
4457,11094871
4458,84825
4459,11094875
4460,117600
4461,129649504
4462,13355879
4463,19309
4464,22137709
4465,19310
4466,19315
4467,4574094
4468,6998928
4469,6441873
4470,576410
4471,543664
4472,248755
4473,22825916
4474,3853254
4475,6441973
4476,642039
4477,3034119
4478,11357212
4479,117799
4480,19499
4481,45108274
4482,85053
4483,19518
4484,642117
4485,6442059
4486,85071
4487,85073
4488,6114390
4489,19543
4490,13585510
4491,19876973
4492,4738172
4493,19602
4494,19603
4495,117910
4496,3034267
4497,3034278
4498,88689841
4499,19633
4500,6540477
4501,445639
4502,21482697
4503,71355600
4504,11095260
4505,11586787
4506,85224
4507,85228
4508,19695
4509,19707
4510,13192443
4511,281853
4512,10702081
4513,19725
4514,12406038
4515,6278424
4516,13815082
4517,19754
4518,70372661
4519,10931514
4520,44256573
4521,85314
4522,642376
4523,118088
4524,85329
4525,85335
4526,19801
4527,19802
4528,18533727
4529,118111
4530,3034463
4531,347490
4532,118119
4533,118129
4534,3034481
4535,347508
4536,118134
4537,216439
4538,57658745
4539,216442
4540,19838
4541,544127
4542,57134465
4543,118146
4544,19844
4545,118148
4546,57429407
4547,19878
4548,85418
4549,10931630
4550,118199
4551,118201
4552,347577
4553,118210
4554,118225
4555,68668897
4556,137481702
4557,642534
4558,118262
4559,65916407
4560,65916422
4561,57527814
4562,118287
4563,85519
4564,85520
4565,85521
4566,85522
4567,118292
4568,145804821
4569,86003227
4570,19999
