,0
4571,12242463
4572,544291
4573,57495095
4574,20024
4575,183870
4576,85567
4577,85568
4578,347713
4579,20046
4580,54218326
4581,15584855
4582,20063
4583,577126
4584,20083
4585,15584896
4586,85647
4587,347794
4588,6442642
4589,85652
4590,249494
4591,57527964
4592,10374825
4593,11030188
4594,6508206
4595,347827
4596,3591866
4597,11030204
4598,85703
4599,3034828
4600,118487
4601,85724
4602,642783
4603,642785
4604,85730
4605,249573
4606,20200
4607,642793
4608,21909228
4609,151276
4610,85741
4611,21909238
4612,118521
4613,20219
4614,85755
4615,74764030
4616,129650432
4617,118530
4618,19812105
4619,3034893
4620,3034895
4621,85788
4622,20729637
4623,20263
4624,85803
4625,6999854
4626,347969
4627,85826
4628,642887
4629,85833
4630,1757003
4631,20307
4632,20317
4633,85855
4634,23678821
4635,118641
4636,544628
4637,20350
4638,20354
4639,118658
4640,20357
4641,20358
4642,85903
4643,20378
4644,24727453
4645,6999975
4646,6999977
4647,6999980
4648,118704
4649,643001
4650,151492
4651,249817
4652,85979
4653,20446
4654,249823
4655,118758
4656,85994
4657,86002
4658,22761468
4659,118782
4660,86015
4661,86016
4662,20487
4663,86025
4664,20499
4665,71356437
4666,86043
4667,20508
4668,118823
4669,20534
4670,643135
4671,643139
4672,23711812
4673,68964423
4674,86094
4675,13750367
4676,86111
4677,86114
4678,21319797
4679,118928
4680,71553170
4681,282795
4682,11391149
4683,20653
4684,184493
4685,11686063
4686,86208
4687,86209
4688,250075
4689,381152
4690,250096
4691,6017272
4692,21156090
4693,20739
4694,20745
4695,20748
4696,53517
4697,20756
4698,71356702
4699,512289
4700,20797
4701,20799
4702,101306697
4703,545106
4704,20819
4705,348502
4706,10965354
4707,12833143
4708,20858
4709,20859
4710,151932
4711,20861
4712,643460
4713,53654
4714,5853596
4715,60150197
4716,20928
4717,446925
4718,20959
4719,20967
4720,20970
4721,545267
4722,21975547
4723,20995
4724,21003
4725,21006
4726,184852
4727,14701079
4728,71356951
4729,86558
4730,86559
4731,15225386
4732,86573
4733,86575
4734,86579
4735,10867256
4736,21057
4737,21059
4738,86597
4739,86609
4740,21085
4741,21713511
4742,11424363
4743,86636
4744,21108
4745,545397
4746,17977981
4747,643723
4748,643731
4749,86678
4750,643757
4751,86705
4752,86707
4753,643779
4754,86732
4755,86733
4756,643789
4757,86736
4758,86741
4759,15553243
4760,86748
4761,86749
4762,10998493
4763,86751
4764,86750
4765,86753
4766,643820
4767,12407541
4768,21244
4769,12571389
4770,10900221
4771,86783
4772,86782
4773,480012
4774,134304526
4775,86799
4776,21265
4777,480027
4778,316203
4779,86834
4780,86848
4781,86851
4782,86852
4783,643915
4784,21517141
4785,86869
4786,86882
4787,643941
4788,21363
4789,578423
4790,119674
4791,545658
4792,5362561
4793,5362563
4794,5362564
4795,5362565
4796,5362566
4797,5362567
4798,135156611
4799,5362570
4800,5362572
4801,5362579
4802,5362580
4803,5362581
4804,5362583
4805,5362584
4806,5362588
4807,5362591
4808,5362593
4809,5362594
4810,5362595
4811,578482
4812,578487
4813,5362620
4814,5362622
4815,5362623
4816,545739
4817,12309452
4818,119761
4819,21458
4820,3757019
4821,54678500
4822,5362661
4823,447466
4824,119800
4825,71586808
4826,119801
4827,21503
4828,87045
4829,5362695
4830,5362696
4831,5362697
4832,16667664
4833,119831
4834,21910555
4835,5362715
4836,11064349
4837,119838
4838,5362720
4839,87083
4840,119852
4841,119853
4842,87085
4843,5362736
4844,119859
4845,91182135
4846,21574
4847,5362760
4848,53630039
4849,71586903
4850,21595
4851,21596
4852,119900
4853,5362782
4854,119910
4855,21606
4856,119911
4857,5362792
4858,5362798
4859,119919
4860,119922
4861,644216
4862,21625
4863,87166
4864,5362814
4865,5362816
4866,87170
4867,5362819
4868,5362830
4869,21648
4870,5362833
4871,5362832
4872,71586960
4873,119965
4874,87198
4875,87200
4876,75584678
4877,21671
4878,5362854
4879,447661
4880,71586994
4881,2839751
4882,21712
4883,53761233
4884,5362897
4885,316627
4886,71587032
4887,120048
4888,2839799
4889,101668100
4890,21768
4891,87307
4892,546060
4893,14931226
4894,11392287
4895,120101
4896,21813
4897,18699577
4898,251199
4899,54023491
4900,21828
4901,71587144
4902,251209
4903,152910
4904,251216
4905,71587152
4906,71587170
4907,316771
4908,251238
4909,22336876
4910,21870
4911,1201518
4912,1201521
4913,12473719
4914,1201528
4915,316794
4916,578951
4917,21895
4918,76666251
4919,87436
4920,1201552
4921,87453
4922,15193511
4923,87466
4924,5363120
4925,546235
4926,5363140
4927,5363141
4928,87499
4929,87500
4930,87501
4931,71587277
4932,71587283
4933,57759198
4934,71587306
4935,5363201
4936,5363202
4937,5363203
4938,5363206
4939,86595084
4940,5363229
4941,5363231
4942,5363233
4943,546342
4944,5363239
4945,71587372
4946,87598
4947,71587376
4948,71587383
4949,71587390
4950,5363269
4951,546377
4952,20239946
4953,87630
4954,546383
4955,87632
4956,87637
4957,5363289
4958,5363291
4959,5363293
4960,71587434
4961,56841839
4962,11163251
4963,87671
4964,71587448
4965,251513
4966,317052
4967,87677
4968,87680
4969,251529
4970,251530
4971,251531
4972,251532
4973,5363374
4974,22201
4975,5363388
4976,5363389
4977,14177993
4978,87762
4979,22227
4980,71587538
4981,5363426
4982,87793
4983,71587572
4984,349945
4985,5363453
4986,87813
4987,579336
4988,579338
4989,87839
4990,5363491
4991,22310
4992,22311
4993,87859
4994,87860
4995,71587638
4996,22329
4997,5363526
4998,5363527
4999,45274957
5000,5363537
5001,71587678
5002,22383
5003,22386
5004,415606
5005,71587703
5006,87927
5007,87947
5008,350107
5009,87975
5010,71587758
5011,71587815
5012,71587838
5013,14047238
5014,71587848
5015,13555721
5016,71587866
5017,22556
5018,5363741
5019,219171
5020,22568
5021,57268278
5022,85547072
5023,10967107
5024,579675
5025,22629
5026,5363817
5027,21583979
5028,3037295
5029,5986428
5030,13129857
5031,11196546
5032,54319236
5033,44390556
5034,22692
5035,5363876
5036,5363896
5037,6379721
5038,88267
5039,67426523
5040,3102943
5041,88288
5042,88290
5043,131881186
5044,53401860
5045,68999433
5046,88332
5047,56842518
5048,131750174
5049,22819
5050,5462310
5051,219461
5052,12966232
5053,22873
5054,22877
5055,22879
5056,88168807
5057,12867947
5058,219500
5059,53664107
5060,12867949
5061,448893
5062,5462398
5063,88453
5064,88454
5065,88466
5066,123132308
5067,88471
5068,88480
5069,285096
5070,285097
5071,1268142
5072,54090188
5073,12311001
5074,448996
5075,88561
5076,6445555
5077,5364230
5078,5364231
5079,71391764
5080,547350
5081,219672
5082,12081703
5083,12311095
5084,5364291
5085,23110
5086,88651
5087,88655
5088,86104667
5089,88667
5090,6019677
5091,285286
5092,90266236
5093,23173
5094,88710
5095,16734862
5096,219794
5097,154271
5098,23203
5099,23204
5100,5364389
5101,5364397
5102,5364399
5103,5364409
5104,23234
5105,23235
5106,13327048
5107,6445771
5108,13130450
5109,88792
5110,21158617
5111,5364448
5112,71391970
5113,5364452
5114,219904
5115,449290
5116,5364495
5117,5364497
5118,285462
5119,5364509
5120,5462814
5121,5364517
5122,53959463
5123,5364519
5124,56843050
5125,5364526
5126,23347
5127,5364532
5128,23367
5129,23368
5130,121677
5131,23376
5132,121694
5133,5364578
5134,5364579
5135,121700
5136,5364586
5137,121710
5138,121719
5139,121731
5140,220036
5141,121738
5142,121739
5143,22764431
5144,5364631
5145,23462
5146,121767
5147,121774
5148,220080
5149,121777
5150,121780
5151,18406334
5152,121790
5153,5462980
5154,121797
5155,5462986
5156,23518
5157,23534
5158,23535
5159,12016628
5160,5364729
5161,89084
5162,13294594
5163,140008458
5164,140008461
5165,5364752
5166,5364759
5167,5364778
5168,5364789
5169,547907
5170,19782729
5171,54680660
5172,16211032
5173,23642
5174,54713436
5175,5364833
5176,89186
5177,23452781
5178,547972
5179,23686
5180,548002
5181,23716
5182,73456809
5183,10149036
5184,5364919
5185,5364920
5186,5463228
5187,89284
5188,89285
5189,71326916
5190,5463238
5191,5364941
5192,5364942
5193,5364949
5194,5364953
5195,89306
5196,89307
5197,5364959
5198,89315
5199,89316
5200,12410118
5201,5364998
5202,5365004
5203,23832
5204,20569373
5205,5102882
5206,5365027
5207,89382
5208,89385
5209,5365049
5210,73555259
5211,56843582
5212,14638401
5213,90955082
5214,5365069
5215,131751246
5216,5365075
5217,103439702
5218,89440
5219,23906
5220,121232748
5221,73555318
5222,89463
5223,89464
5224,155007
5225,89479
5226,548235
5227,89488
5228,5365137
5229,15162770
5230,5365136
5231,53435807
5232,4447651
5233,10608036
5234,23616937
5235,36691376
5236,23987
5237,23994
5238,5463485
5239,5463488
5240,89539
5241,6708682
5242,16211403
5243,24020
5244,89559
5245,89560
5246,4120025
5247,21290463
5248,21290465
5249,21290466
5250,21290469
5251,20372966
5252,21290472
5253,21290473
5254,20372968
5255,21290478
5256,548339
5257,53435896
5258,24062
5259,548353
5260,122370
5261,220674
5262,21159438
5263,20831761
5264,548370
5265,24083
5266,21159448
5267,24096
5268,101670432
5269,20831778
5270,122407
5271,12738088
5272,187947
5273,15031854
5274,24111
5275,24113
5276,24114
5277,24115
5278,24116
5279,22011445
5280,24117
5281,122419
5282,22011448
5283,24120
5284,20831806
5285,20831812
5286,11263567
5287,53435995
5288,220771
5289,18964082
5290,18964085
5291,89723
5292,122491
5293,24191
5294,876160
5295,5463682
5296,24197
5297,89734
5298,24200
5299,24203
5300,122510
5301,13524626
5302,76963476
5303,22011559
5304,22011560
5305,4349613
5306,24238
5307,24243
5308,122549
5309,20307640
5310,122557
5311,16211649
5312,24261
5313,20307658
5314,89803
5315,20307660
5316,24268
5317,89802
5318,5463762
5319,53960409
5320,122594
5321,12082921
5322,5463791
5323,5463804
5324,5463840
5325,5463842
5326,5463846
5327,70377254
5328,140402473
5329,5463855
5330,5463875
5331,24393
5332,5365587
5333,24403
5334,5365589
5335,5463904
5336,5463905
5337,5463906
5338,5463908
5339,5463909
5340,5463910
5341,5463911
5342,5463913
5343,5463914
5344,6971246
5345,6971248
5346,24433
5347,24434
5348,6086514
5349,6971249
5350,5365622
5351,24439
5352,5463934
5353,56844159
5354,5463936
5355,24456
5356,5463946
5357,221068
5358,221069
5359,5463954
5360,24473
5361,5463962
5362,24497
5363,24508
5364,24510
5365,24513
5366,24515
5367,24516
5368,5365699
5369,5365703
5370,24521
5371,5365706
5372,132276177
5373,24538
5374,16211945
5375,155626
5376,221166
5377,221169
5378,11788274
5379,5365765
5380,24583
5381,24585
5382,122903
5383,90136
5384,5365793
5385,5365794
5386,11264038
5387,4349991
5388,11264039
5389,24619
5390,24624
5391,90160
5392,5365811
5393,122936
5394,24632
5395,5365818
5396,5365819
5397,155708
5398,122941
5399,122943
5400,5365824
5401,24643
5402,122954
5403,155724
5404,5365842
5405,5365847
5406,5365849
5407,5365850
5408,24667
5409,5464156
5410,24680
5411,5365872
5412,221305
5413,5365882
5414,155771
5415,24699
5416,5365891
5417,90245
5418,90246
5419,24711
5420,90248
5421,101834900
5422,5365909
5423,5365910
5424,101834902
5425,5365912
5426,101834904
5427,5365916
5428,68575400
5429,24748
5430,11788469
5431,24762
5432,7168192
5433,68968644
5434,221393
5435,5365976
5436,53436632
5437,24796
5438,5365982
5439,5365991
5440,5365992
5441,221417
5442,24834
5443,24835
5444,24838
5445,221455
5446,24850
5447,3662099
5448,5366038
5449,5366039
5450,5366040
5451,5366044
5452,165339425
5453,24874
5454,14082356
5455,5366074
5456,5366077
5457,11264326
5458,778574
5459,24915
5460,24928
5461,90486
5462,24958
5463,5366155
5464,71360907
5465,24986
5466,254373
5467,5366203
5468,221634
5469,221641
5470,221644
5471,25045
5472,90586
5473,5366239
5474,221663
5475,221668
5476,23519722
5477,25068
5478,21815789
5479,53436911
5480,90607
5481,5366264
5482,221691
5483,123388
5484,221704
5485,68575757
5486,123406
5487,13591064
5488,221740
5489,25139
5490,5366352
5491,221785
5492,254555
5493,5366366
5494,90720
5495,90733
5496,156273
5497,11264633
5498,25213
5499,5366408
5500,13918856
5501,549519
5502,9855632
5503,582291
5504,90773
5505,25238
5506,25239
5507,90776
5508,53338773
5509,46195361
5510,90785
5511,90787
5512,46195364
5513,23683747
5514,90790
5515,46195362
5516,549546
5517,90818
5518,287439
5519,549586
5520,25298
5521,90843
5522,25311
5523,90848
5524,25324
5525,25325
5526,82502382
5527,21947120
5528,70509298
5529,6021887
5530,90884
5531,90899
5532,12477205
5533,17785623
5534,12477208
5535,83157785
5536,516893
5537,72770338
5538,16081706
5539,16081707
5540,16081708
5541,90927
5542,9855795
5543,25404
5544,90960
5545,549715
5546,3793749
5547,516951
5548,90972
5549,23683938
5550,90978
5551,90984
5552,70017950
5553,25515
5554,25517
5555,25519
5556,517044
5557,517045
5558,1565622
5559,156605
5560,517055
5561,53666773
5562,91104
5563,91115
5564,91116
5565,25610
5566,25611
5567,25612
5568,91147
5569,91162
5570,91163
5571,123935
5572,123955
5573,5366840
5574,91195
5575,5366844
5576,11789380
5577,222285
5578,5366861
5579,91226
5580,15328358
5581,6284401
5582,13886585
5583,20538510
5584,9856149
5585,517277
5586,11658397
5587,11658402
5588,5956805
5589,25797
5590,91337
5591,91338
5592,91339
5593,91340
5594,25812
5595,91361
5596,91388
5597,91409
5598,54289683
5599,582941
5600,90760479
5601,18539813
5602,18539814
5603,18539818
5604,54682930
5605,25915
5606,25916
5607,582976
5608,91456
5609,91457
5610,91463
5611,91496
5612,91497
5613,91508
5614,11658617
5615,53437836
5616,19850639
5617,19850641
5618,21554588
5619,21554593
5620,21554596
5621,14181802
5622,12838325
5623,26042
5624,222656
5625,26049
5626,26068
5627,91604
5628,288220
5629,288227
5630,517637
5631,73557527
5632,20833817
5633,91696
5634,85517881
5635,26179
5636,26204
5637,70510175
5638,5367391
5639,13428328
5640,1042025
5641,1042026
5642,53438063
5643,5367412
5644,6153869
5645,157342
5646,517791
5647,53438113
5648,5367460
5649,13199021
5650,15984303
5651,26289
5652,5367475
5653,73197250
5654,517827
5655,91849
5656,91850
5657,26318
5658,165340883
5659,20473563
5660,26331
5661,26332
5662,26333
5663,73164511
5664,26334
5665,26335
5666,16213731
5667,16213732
5668,517863
5669,5367530
5670,5367531
5671,5367536
5672,20473593
5673,20473595
5674,6285057
5675,26396
5676,26397
5677,91936
5678,57009973
5679,517959
5680,91978
5681,91979
5682,26447
5683,517970
5684,92002
5685,550764
5686,550768
5687,92018
5688,5367668
5689,5367676
5690,5367677
5691,5367679
5692,5367681
5693,5367682
5694,5367684
5695,14837639
5696,5367698
5697,5367706
5698,5367711
5699,5367719
5700,616360
5701,223147
5702,5367745
5703,550851
5704,92108
5705,5367762
5706,5367766
5707,5367767
5708,92131
5709,5367785
5710,92138
5711,92139
5712,5367806
5713,5367807
5714,87287812
5715,26630
5716,11954184
5717,5367848
5718,5367850
5719,92210
5720,92221
5721,256071
5722,92231
5723,24832089
5724,24832090
5725,24832100
5726,24832101
5727,24832103
5728,11855994
5729,92283
5730,1796220
5731,92292
5732,92301
5733,5367959
5734,92313
5735,551084
5736,21915821
5737,76966069
5738,26808
5739,11266244
5740,6973640
5741,5892299
5742,22833361
5743,12282108
5744,5368064
5745,5368076
5746,74934545
5747,22833429
5748,125207
5749,53930276
5750,5368103
5751,26924
5752,518472
5753,26955
5754,89581943
5755,92543
5756,289151
5757,14346631
5758,551316
5759,53471638
5760,5368236
5761,518573
5762,54159794
5763,92595
5764,57371062
5765,92606
5766,9562584
5767,92640
5768,92646
5769,92649
5770,63629802
5771,53438990
5772,518678
5773,125468
5774,551462
5775,15755823
5776,92737
5777,27208
5778,27209
5779,38988368
5780,92770
5781,92776
5782,92779
5783,92780
5784,14641784
5785,92793
5786,18934410
5787,92814
5788,92821
5789,518810
5790,53471898
5791,92833
5792,5368491
5793,18705074
5794,518856
5795,420552
5796,92874
5797,158410
5798,223944
5799,518937
5800,71396131
5801,92972
5802,53472047
5803,27440
5804,68578097
5805,92986
5806,584507
5807,12315454
5808,27457
5809,27458
5810,27460
5811,22342475
5812,93009
5813,93029
5814,18639728
5815,93046
5816,93066
5817,93073
5818,93081
5819,519073
5820,93111
5821,289729
5822,11332546
5823,66808773
5824,5368785
5825,519129
5826,6515677
5827,5368797
5828,519145
5829,15461361
5830,5368821
5831,519158
5832,22211593
5833,93199
5834,519184
5835,22768668
5836,6450204
5837,93214
5838,22768675
5839,519203
5840,93236
5841,6450281
5842,9989226
5843,5368950
5844,5270647
5845,93320
5846,5368972
5847,21327002
5848,20835508
5849,93366
5850,552119
5851,93375
5852,5369044
5853,519382
5854,27866
5855,27867
5856,27868
5857,93405
5858,27892
5859,11332852
5860,5369076
5861,519415
5862,519416
5863,23424256
5864,75492608
5865,6450452
5866,27941
5867,27971
5868,77196614
5869,159055
5870,290132
5871,6450538
5872,585068
5873,6450542
5874,10513778
5875,519539
5876,54127994
5877,519564
5878,93596
5879,82111910
5880,93639
5881,93649
5882,93661
5883,5369325
5884,5369326
5885,28151
5886,290299
5887,519677
5888,15953432
5889,5369371
5890,519709
5891,60960
5892,93732
5893,60968
5894,585256
5895,60970
5896,60979
5897,60980
5898,519732
5899,60982
5900,60983
5901,60985
5902,15560252
5903,60990
5904,60995
5905,60997
5906,60998
5907,60999
5908,61000
5909,126537
5910,519751
5911,61003
5912,519756
5913,61005
5914,61006
5915,61007
5916,61008
5917,28237
5918,61010
5919,519757
5920,519764
5921,93781
5922,61014
5923,61015
5924,61016
5925,61020
5926,61024
5927,61027
5928,61030
5929,61031
5930,15101542
5931,519786
5932,61035
5933,61040
5934,61041
5935,519793
5936,5369459
5937,61045
5938,61046
5939,61047
5940,61048
5941,61050
5942,61051
5943,61052
5944,61054
5945,21687936
5946,61060
5947,61061
5948,93831
5949,93838
5950,519823
5951,61071
5952,5369489
5953,61073
5954,61072
5955,6450832
5956,61079
5957,93847
5958,61085
5959,61091
5960,61092
5961,519845
5962,61093
5963,61096
5964,20442793
5965,61098
5966,61097
5967,93868
5968,61102
5969,519857
5970,61124
5971,61125
5972,61126
5973,93896
5974,61128
5975,61130
5976,61129
5977,61134
5978,61135
5979,61137
5980,61138
5981,519890
5982,61151
5983,61153
5984,519907
5985,61155
5986,61156
5987,61159
5988,61160
5989,61162
5990,519915
5991,61166
5992,61167
5993,61168
5994,61171
5995,61177
5996,93947
5997,61183
5998,61184
5999,61185
6000,93952
6001,93958
6002,61192
6003,61199
6004,61200
6005,61202
6006,61204
6007,61206
6008,61208
6009,61209
6010,61210
6011,93979
6012,61217
6013,93988
6014,61228
6015,61229
6016,94001
6017,61235
6018,61240
6019,61243
6020,94014
6021,59502399
6022,61252
6023,61260
6024,61261
6025,61262
6026,28500
6027,85618518
6028,61270
6029,61275
6030,94045
6031,61278
6032,94046
6033,61282
6034,61283
6035,61284
6036,20836197
6037,61290
6038,94060
6039,61293
6040,61294
6041,61295
6042,61296
6043,61302
6044,61303
6045,61304
6046,20836219
6047,61310
6048,61312
6049,61313
6050,61319
6051,61325
6052,20836241
6053,61331
6054,13463446
6055,13463447
6056,61334
6057,61337
6058,18968475
6059,61341
6060,61342
6061,94111
6062,61346
6063,520098
6064,18345891
6065,61351
6066,257962
6067,520108
6068,520110
6069,61359
6070,61361
6071,61362
6072,520118
6073,61367
6074,520119
6075,61370
6076,9990075
6077,520125
6078,61375
6079,94143
6080,61379
6081,61384
6082,61385
6083,61386
6084,520144
6085,520148
6086,94164
6087,5140436
6088,61400
6089,61401
6090,61402
6091,61403
6092,61404
6093,61405
6094,94174
6095,61407
6096,61408
6097,61406
6098,61410
6099,94178
6100,61412
6101,61414
6102,61415
6103,61416
6104,61417
6105,94185
6106,61418
6107,61419
6108,20836326
6109,53374958
6110,61431
6111,61434
6112,61435
6113,520191
6114,520194
6115,520196
6116,61446
6117,61447
6118,61448
6119,61449
6120,61450
6121,61451
6122,61452
6123,61453
6124,61454
6125,61455
6126,5271566
6127,61457
6128,5271570
6129,5271574
6130,9859094
6131,61464
6132,61466
6133,61467
6134,94243
6135,87289898
6136,94251
6137,6451245
6138,20279352
6139,6385721
6140,61502
6141,94282
6142,61516
6143,61517
6144,61519
6145,61521
6146,61522
6147,61523
6148,61524
6149,94292
6150,61527
6151,118976605
6152,94305
6153,85520482
6154,94310
6155,520296
6156,94314
6157,520300
6158,94327
6159,94339
6160,520326
6161,5369997
6162,94349
6163,61584
6164,61585
6165,61586
6166,61590
6167,61592
6168,94373
6169,10219687
6170,94378
6171,94386
6172,585911
6173,61631
6174,61633
6175,61634
6176,94403
6177,5370052
6178,91746499
6179,61641
6180,520395
6181,520398
6182,61653
6183,61656
6184,61657
6185,61658
6186,61659
6187,61660
6188,61661
6189,61662
6190,61663
6191,61664
6192,61665
6193,520409
6194,520420
6195,61670
6196,28905
6197,28906
6198,61680
6199,5370101
6200,94454
6201,520440
6202,12022011
6203,28930
6204,61700
6205,520455
6206,61712
6207,61715
6208,520484
6209,61738
6210,61743
6211,9793841
6212,61746
6213,71332160
6214,160065
6215,160064
6216,61771
6217,29008
6218,66974036
6219,61780
6220,61781
6221,29025
6222,29030
6223,91746663
6224,91746662
6225,94569
6226,10154345
6227,11989360
6228,9793905
6229,61808
6230,61809
6231,61812
6232,6386037
6233,61814
6234,139817334
6235,520567
6236,9793908
6237,520568
6238,94579
6239,61829
6240,61832
6241,61834
6242,61835
6243,160138
6244,94602
6245,61840
6246,94608
6247,61845
6248,21885334
6249,6713753
6250,5370265
6251,14250398
6252,21885350
6253,29096
6254,61874
6255,61875
6256,94648
6257,21885377
6258,61896
6259,61914
6260,520667
6261,61917
6262,61918
6263,61922
6264,61926
6265,520682
6266,61935
6267,61936
6268,61942
6269,61945
6270,5370364
6271,61951
6272,61953
6273,61954
6274,61955
6275,520710
6276,61967
6277,61968
6278,61969
6279,520722
6280,94744
6281,61976
6282,61979
6283,61980
6284,61982
6285,61984
6286,61985
6287,61988
6288,61989
6289,61990
6290,61995
6291,21885484
6292,61997
6293,62000
6294,520753
6295,62002
6296,62003
6297,586292
6298,62007
6299,15790652
6300,62013
6301,225856
6302,62017
6303,29251
6304,11989572
6305,62024
6306,22311498
6307,5370448
6308,53998171
6309,62069
6310,62074
6311,324224
6312,22082179
6313,62089
6314,62090
6315,62092
6316,62095
6317,62098
6318,62105
6319,121008794
6320,62106
6321,29346
6322,62117
6323,94886
6324,62118
6325,62126
6326,62127
6327,62128
6328,14840499
6329,62131
6330,62132
6331,520888
6332,29373
6333,520895
6334,62143
6335,62144
6336,62145
6337,62148
6338,11137732
6339,29381
6340,11137735
6341,62151
6342,62159
6343,520911
6344,324305
6345,62161
6346,62166
6347,94935
6348,62182
6349,5370599
6350,62183
6351,5370602
6352,49869549
6353,49869550
6354,29421
6355,21918450
6356,21492476
6357,12284668
6358,62217
6359,62218
6360,62220
6361,5370644
6362,5370646
6363,62237
6364,324382
6365,520990
6366,62240
6367,324385
6368,95008
6369,62238
6370,62241
6371,95007
6372,95016
6373,71430965
6374,21263168
6375,6452049
6376,4682590
6377,521064
6378,95086
6379,62321
6380,62326
6381,62328
6382,62329
6383,6452089
6384,57373560
6385,62332
6386,62333
6387,62334
6388,521080
6389,62336
6390,62337
6391,160641
6392,62341
6393,62345
6394,62346
6395,22770570
6396,62348
6397,62349
6398,11367306
6399,62351
6400,62350
6401,71365524
6402,62362
6403,62367
6404,62368
6405,95136
6406,6452133
6407,62374
6408,62375
6409,62378
6410,95152
6411,62385
6412,62384
6413,62387
6414,193458
6415,62388
6416,67302335
6417,226249
6418,29644
6419,62424
6420,12809178
6421,586716
6422,71398367
6423,57078752
6424,62433
6425,62434
6426,521185
6427,13267937
6428,586728
6429,6452201
6430,62444
6431,62445
6432,62447
6433,62453
6434,193527
6435,95227
6436,62465
6437,62469
6438,10941446
6439,22213645
6440,62477
6441,62484
6442,521238
6443,62490
6444,521246
6445,160799
6446,6386721
6447,95266
6448,95269
6449,62510
6450,193586
6451,521267
6452,29746
6453,22934582
6454,95289
6455,95292
6456,95294
6457,62539
6458,5862476
6459,29773
6460,95313
6461,95315
6462,521300
6463,62553
6464,95327
6465,95329
6466,95330
6467,554083
6468,521314
6469,62566
6470,521320
6471,521321
6472,62571
6473,62572
6474,521326
6475,62575
6476,62578
6477,62580
6478,521334
6479,62583
6480,5371002
6481,62588
6482,62592
6483,521348
6484,95368
6485,11138191
6486,62610
6487,521364
6488,44135575
6489,95384
6490,95385
6491,95392
6492,62624
6493,95395
6494,521380
6495,95397
6496,521382
6497,521384
6498,95401
6499,95414
6500,226486
6501,95419
6502,62653
6503,62654
6504,95425
6505,62657
6506,62660
6507,62661
6508,5371084
6509,86111447
6510,95448
6511,163640541
6512,5371102
6513,95466
6514,62698
6515,91223279
6516,6321405
6517,95485
6518,29950
6519,62725
6520,95495
6521,12481804
6522,10351892
6523,62752
6524,521504
6525,140244261
6526,95539
6527,78411064
6528,68449596
6529,45086015
6530,12678469
6531,95560
6532,521545
6533,95568
6534,95572
6535,259414
6536,5338463
6537,95593
6538,95594
6539,95595
6540,95596
6541,62835
6542,95606
6543,95609
6544,62842
6545,95626
6546,357772
6547,20837773
6548,95632
6549,95633
6550,95634
6551,95640
6552,95641
6553,95643
6554,62876
6555,95644
6556,95648
6557,62897
6558,62900
6559,62901
6560,62902
6561,62907
6562,62908
6563,62911
6564,62912
6565,62913
6566,521666
6567,30181
6568,11564539
6569,92042749
6570,30215
6571,88765961
6572,30220
6573,95760
6574,30227
6575,57374229
6576,30231
6577,11105826
6578,95779
6579,16217634
6580,30247
6581,30248
6582,30249
6583,86734392
6584,521790
6585,226902
6586,71366249
6587,15824502
6588,140998267
6589,521863
6590,59504267
6591,521869
6592,521873
6593,4093587
6594,390807
6595,521881
6596,161437
6597,12711594
6598,521903
6599,85423807
6600,16217806
6601,95950
6602,521941
6603,13694693
6604,95978
6605,95979
6606,95980
6607,161528
6608,325390
6609,325392
6610,96021
6611,6420258
6612,20313890
6613,522032
6614,53868341
6615,71333711
6616,7173971
6617,522071
6618,522076
6619,522077
6620,22476645
6621,5273464
6622,5273465
6623,5273467
6624,5273468
6625,5273469
6626,522111
6627,63272833
6628,161675
6629,161676
6630,161683
6631,86144922
6632,10909594
6633,5371802
6634,23689119
6635,20314017
6636,6420388
6637,96168
6638,161720
6639,522171
6640,23623651
6641,522214
6642,23623661
6643,12351478
6644,96261
6645,522255
6646,71301136
6647,522262
6648,30748
6649,70678558
6650,12613663
6651,96289
6652,96291
6653,79001636
6654,6453284
6655,23623724
6656,30771
6657,22607931
6658,96325
6659,96331
6660,96381
6661,96383
6662,96385
6663,161936
6664,12810397
6665,161949
6666,522404
6667,10909860
6668,10909862
6669,161960
6670,6453423
6671,22902964
6672,11106485
6673,522422
6674,13072565
6675,19986620
6676,23623868
6677,66746559
6678,30914
6679,30915
6680,20838596
6681,20838599
6682,161993
6683,2750666
6684,96461
6685,162002
6686,227544
6687,522458
6688,522459
6689,96476
6690,162027
6691,162030
6692,11401461
6693,162053
6694,10942729
6695,53442828
6696,162061
6697,5372174
6698,522514
6699,5372195
6700,522567
6701,24181110
6702,17824126
6703,162184
6704,10877336
6705,89422232
6706,92043681
6707,522673
6708,522674
6709,522676
6710,522677
6711,162239
6712,5372353
6713,162248
6714,6552009
6715,162249
6716,162267
6717,162275
6718,18381284
6719,87488998
6720,16218600
6721,31209
6722,31210
6723,31211
6724,7567850
6725,31214
6726,31219
6727,162292
6728,162293
6729,227829
6730,162294
6731,31223
6732,162297
6733,31224
6734,31225
6735,31226
6736,31227
6737,31229
6738,31231
6739,31234
6740,31236
6741,31241
6742,31242
6743,31244
6744,10058253
6745,31246
6746,31245
6747,31249
6748,31250
6749,522771
6750,31252
6751,31251
6752,31253
6753,31256
6754,11008539
6755,31260
6756,31261
6757,31263
6758,31264
6759,31265
6760,31266
6761,31268
6762,31271
6763,31272
6764,31275
6765,31276
6766,31278
